,Viscosity,T,CaO,Al2O3,SiO2,CaF2,MgO,result_0,result_1,result_2,result_3,result_4,result_5,result_6,result_7,result_8,result_9,result_10,result_11,result_12,result_13,result_14,result_15,result_16,result_17,result_18,result_19,result_20,result_21,result_22,result_23,result_24,result_25,result_26,result_27,result_28,result_29,result_30,result_31,result_32,result_33,result_34,result_35,result_36,result_37,result_38,result_39,result_40,result_41,result_42,result_43,result_44,result_45,result_46,result_47,result_48,result_49,result_50,result_51,result_52,result_53,result_54,result_55,result_56,result_57,result_58,result_59,result_60,result_61,result_62,result_63,result_64,result_65,result_66,result_67,result_68,result_69,result_70,result_71,result_72,result_73,result_74,result_75
0,8.9,1723,0.255,0.056,0.476,0.0,0.213,4.029146866447119,4.029146865008418,6.670702576262143,6.617696690694279,6.47626554158991,6.794370533013613,6.355233215886161,6.744979957039437,6.914332172998518,7.937409978342556,7.320887186196852,7.740251327991622,6.961360150173021,6.961040072486034,8.425368474441315,8.16014033963357,8.008262116876441,7.850393800377409,8.029853391125494,8.029270587312944,8.266417992952846,8.066530771749576,8.101802153020948,7.839359655108756,7.95468282654637,7.839359655108756,7.857132144025597,7.839359655108756,8.092395753898117,8.092395753898117,7.98417293505961,7.805760830933323,7.795316450087367,7.999195317243624,8.005967695435556,8.00526253462653,8.004558525436499,8.014223223845852,8.013518961798075,8.037434418353223,8.036729533896706,8.036025799335254,8.03532321157219,8.015341978863946,8.014971849791616,8.396245328161024,8.403476664233638,8.403476664233638,9.058042198673238,9.059457271335033,9.067477353517244,8.59793804096646,8.597954836594113,8.605958123148671,8.65427633888549,8.612445962343994,8.820936832244985,8.821639383652636,8.820922716911701,8.820922716911701,8.636750414543696,8.636750414543696,8.714087783375144,8.699379834854613,8.701984369236294,8.615897559400773,8.738464414849426,8.802115853711532,8.790904592447848,8.794601465945163,8.795118129182246,8.794092098993804,8.746872125257763,8.75238665893701,8.743241794714208,8.743241794714208
1,0.48,1873,0.538,0.167,0.087,0.126,0.081,4.029146866447119,4.029146865008418,1.2192250507033748,1.2548648378346874,2.4345225504183032,2.0222435288268237,1.361473638046321,1.8266436310877199,1.7286492868628376,1.073127202020268,1.100832495652157,1.0720206730187434,1.116641371359664,1.1141402674312328,1.071305118102917,1.1040039458444613,1.1054762605884847,0.8893371752364497,1.013177453032688,1.008894052484835,0.9507642519035738,0.950768917175912,0.9223897197000956,0.9331223463615685,0.9370327257328588,0.9311060190116007,0.9312157279840084,0.9293777069646827,0.9295070497101297,0.9300572711873043,0.9298227513416184,0.8670866593041178,0.8613430333819295,0.8942888326894938,0.8438641394875022,0.8399021771521706,0.8360013907856167,0.854496630945075,0.8505904482238871,0.8905464683450182,0.8869807785614736,0.8834684615744408,0.8800082228257589,0.8672052823578396,0.867162824289339,0.3758761410409145,0.3754538449032822,0.3726255214690503,1.0770854960703686,1.0749655458832343,1.071352316644793,0.7903605564680802,0.7903606905656457,0.7867473272296388,0.7866688783129823,0.7867997983847514,0.7858878657145547,0.784883451098084,0.7848860535096462,0.7850882313739829,0.7871291690193754,0.7871410577082556,0.787344913668311,0.8274698036965192,0.8367902622139508,0.8200368303591266,0.8416019209102611,0.8405961505488398,0.8383689936308788,0.8623827367747394,0.9100827383642095,0.8624100948111026,0.8201422523549317,0.8199447491170792,0.8200458778606711,0.8179718486122535
2,8.5,1791,0.45,0.1,0.45,0.0,0.0,4.029146866447119,4.029146865008418,6.306336469155388,6.281748489630899,6.055143864952086,6.351596356136488,6.091353926521223,6.659665061170625,5.373074472378906,3.910492369718839,6.2543632135042015,6.450431828863326,6.006725213156091,6.005073993315297,6.253628060619924,6.196451025679857,6.058243070752005,6.113701896334923,6.410210129172755,6.406959718738266,6.4704286739817025,6.354676352123197,6.5361858174709555,6.283427555322452,6.309658580281514,6.283427555322452,6.298462021211222,6.283427555322452,6.548087841552565,6.548087841552565,6.451831852585349,6.346877549018971,6.333669287614736,6.560085943362053,6.5236928412006145,6.5196386885165145,6.5156064488890655,6.574843703920347,6.57080022302975,6.720351831213024,6.716279928007414,6.712229944154825,6.7082016869648795,6.689079563323265,6.687473101614956,4.627887342049869,5.189843092439315,5.189843092439315,4.903721584150569,5.331467163633962,5.847103545186772,5.331467163633962,5.3314993601733045,5.847103545186772,5.847103545186772,5.860738397742113,6.0227678657162285,6.249739817309762,6.249427679391446,6.249427679391446,6.080564400360302,6.080564400360302,6.134017908219373,6.347729118486364,6.346483954051618,6.346483954051618,6.348745936324359,6.350247824246,6.062061632030238,6.286361508951387,6.274669613359511,6.292748656832907,6.135566691810741,6.1238977005411135,6.121183798805894,6.121183798805894
3,7.57,1723,0.487,0.059,0.454,0.0,0.0,4.029146866447119,4.029146865008418,6.362392793325658,6.333714928509155,6.118006970927313,6.4184241889762745,6.131465958003427,6.315343945878526,6.677548063679464,7.457970233772982,6.866863593575577,7.305581074000683,6.553952531056589,6.553592965539614,7.768552221253081,7.537710845456095,7.441785825167392,7.286298644655225,7.4590526897178915,7.458423177110349,7.657836736828456,7.500612123609069,7.756173091799835,7.5204788602191135,7.367249514036483,7.5204788602191135,7.535915027022867,7.5204788602191135,7.769804918035928,7.769804918035928,7.664782137697444,7.503255307651781,7.493195761893303,7.67188429707505,7.6399752347777445,7.639205446991272,7.638437056959547,7.695463152582209,7.694692986600335,7.839966206399201,7.839191554293563,7.838418306744669,7.837646459550245,7.817391280241387,7.816970589495157,7.439822402566703,7.446053406124572,7.446053406124572,8.0378885397739,8.039000680687062,8.045970729645338,8.039000680687062,8.039015584456466,8.045970729645338,8.045970729645338,8.0517276741878,8.217483759787784,8.218056694637331,8.217434986086122,8.217434986086122,8.044531026367908,8.044531026367908,8.11292994406086,8.079161250340642,8.081538691040425,8.081538691040425,8.080113724251618,8.079222682162776,8.042685884248103,8.059922794141096,8.068251500900661,8.055356931407806,7.962232921339427,7.977420662286282,7.934645252677967,7.934645252677967
4,3.48,1773,0.351,0.104,0.327,0.0,0.219,4.029146866447119,4.029146865008418,4.582604500919582,4.638802646452884,4.4203084345324655,4.515995143894101,4.941635790592025,4.406208911684705,4.617122658821043,4.680162831038357,4.314109355281567,4.595592149409502,4.223826720008012,4.222358056833742,4.110656244651514,4.111881619433364,4.130335099961442,4.106649254441936,4.31172758499252,4.309416170571467,4.257451866285845,4.23263856333703,4.196121054394013,4.026376588448465,4.163009863808768,4.026376588448465,4.032173141019527,4.026376588448465,4.172329106025575,4.172329106025575,4.1198154097748185,4.0061585352454046,3.9966775020266523,4.166798718861672,4.002715346921942,3.9999145737630553,3.9971301818719347,4.019070234699702,4.016282107435825,4.068851049019328,4.066053984811756,4.0632732137347345,4.06050858087934,4.040153483807656,4.039230453181126,3.9194425791172733,3.9560718857584685,3.9560718857584685,4.27510906256381,4.2912496908721645,4.334415598945147,3.823275332600261,3.8232836261761998,3.866441240673243,3.887272565293812,3.8696742749902517,3.8848567937686864,3.8983517721986862,3.898119183552555,3.898119183552555,3.7664023131062567,3.7664023131062567,3.802450942885497,3.851533608710061,3.851509233939467,3.7899446346230543,3.8282851166977903,3.7032618399214243,3.7005118198921387,3.702889310826241,3.6950246307335126,3.7078257642524823,3.740173038065777,3.7305940402189335,3.725870404917456,3.725870404917456
5,4.39,1733,0.419,0.106,0.326,0.0,0.149,4.029146866447119,4.029146865008418,4.568590419877014,4.625123659538467,4.409117836800284,4.502745558605604,4.932937242958159,4.406208911684705,5.252524153293755,4.733279048492319,4.7459385439000785,5.33778336927209,4.849131573064019,4.847426660868692,5.130961227914757,5.099738675420246,5.154257110575496,5.123284914620825,5.281455421732909,5.278864727145444,5.372177555392513,5.336218423156876,5.339659409908988,5.212072012258298,5.28415586486192,5.212072012258298,5.2178157354872035,5.212072012258298,5.431114746775962,5.431114746775962,5.352483953786383,5.304244229754491,5.2943565770057415,5.459884206064218,5.300303946613665,5.297077850376698,5.29387128480111,5.32924078420454,5.326028554771019,5.41190706055549,5.40868131974352,5.405475024573967,5.402287983547922,5.382470433937588,5.381014945669685,4.005247712393448,4.039237584542429,4.039237584542429,4.417494688058655,4.43159665527848,4.4721702979445235,4.0455914739661045,4.045594552068592,4.086165116632148,4.092946666970919,4.087363896904746,4.100672470899531,4.112653674530747,4.112409372444684,4.112409372444684,3.9731394828592057,3.9731394828592057,4.009791851843134,4.0655378353560705,4.067273407855993,4.004424996222044,4.072376140618471,4.084980131921459,4.050179340686379,4.069269137388153,4.069231051363745,4.069216261562831,4.0194260981324845,4.021739230836938,4.018158630262793,4.018158630262793
6,1.6,1853,0.605,0.106,0.094,0.046,0.149,4.029146866447119,4.029146865008418,1.3173236180013477,1.3555445414804608,2.4763637941332455,2.0770707609227017,1.980535158490272,1.6239453662164647,1.9808475503680107,0.8520852000771317,1.0796884479211495,1.019964477742922,0.9360033259844381,0.9354339395431235,0.8214363971412626,0.8479044068665935,0.8445682714616819,0.7581866360893994,0.9015531932106682,0.9005973487694394,0.7898926870002243,0.7899149903032856,0.8017806271065664,0.8316264451536008,0.7556720190109085,0.8343594687296724,0.8344978382505355,0.836148192197958,0.838126099114409,0.8342076679830097,0.8348951747605281,0.7647039732289616,0.7617899222768529,0.8201382359736413,0.7398773399341894,0.7388883391425825,0.7379053630928016,0.7697323995985021,0.7687445378775948,0.8552465563298957,0.8543156281848663,0.8533902751257807,0.8524704425687895,0.839068762897075,0.8390613113052705,0.9821125883919993,0.984560010072021,1.0135364597099163,2.3721634196291936,2.3724724630307024,2.372716157974853,1.9864672817183266,1.9864743331889265,1.986710976662477,1.9867367084011103,1.9894688374496883,1.9867479658388572,1.9867796705115848,1.9867796344532231,1.9890246621799759,1.9852720517278044,1.9853227565510756,1.9899779210468762,2.0363788437142607,2.034834730774527,2.0155974447730216,2.0176718835202485,1.9555059606280714,1.964007326259623,1.9691589095766222,2.0042870929817926,1.970485006856065,1.973423964005153,1.9668479425800158,1.969482697791534,1.9709823068093013
7,0.5,1873,0.284,0.216,0.0,0.5,0.0,4.029146866447119,4.029146865008418,0.0,0.0,1.97362573057193,1.4192784382796664,0.2996730638486057,1.3216310799179187,1.3793084555493031,0.7260989852043942,0.7474772758289209,0.7425802559776776,0.8887779348563487,0.884138948283509,0.9268210757169925,0.9802079477675064,0.9798022125497307,0.7033033133751995,0.3337809040684381,0.32780581742488785,0.8183512831971095,0.8183512831971095,0.30652990001633174,0.7286062633269358,0.8990361903676544,0.8277326046154769,0.8277326046154769,1.1417034956002552,0.8481003190363624,1.1275523154753857,1.132888459788833,1.1160886431684418,1.1205469811211783,1.0951593473280727,1.1160886431684418,1.1205469811211783,1.1249478508500903,1.1195349785449602,1.123922595311805,0.8779700160246896,0.8739572013356256,0.8700288479244601,0.8661818912001816,0.8657707611002462,0.8661818912001816,0.9418565946814517,0.9400361179518678,0.7169546646398404,1.0280689077591039,1.0272994316677653,1.0255918995942073,1.0272994316677653,1.027299431991416,1.0255918995942073,1.0255918995942073,1.0255920264485732,1.0251801354180818,1.0248308738952203,1.0248320845171732,1.0248381207195643,1.0258947773603286,1.0258957814696883,1.0258997831381065,1.0168958523066118,1.0271101017801718,1.0271101017801718,1.0384410197752496,1.0384410977930663,1.0285678846519197,1.028550384262129,1.028549739418274,1.0285509010252776,1.0290274478440646,1.0290203856281328,1.0290256038692367,1.0240900208899035
8,4.4,1873,0.474,0.195,0.332,0.0,0.0,4.029146866447119,4.029146865008418,4.65267490613242,4.707127725574002,4.4767152625449125,4.5826330734042395,4.98528194544302,5.271775638524361,3.018137582233857,3.665118274185147,3.727771756666979,3.6978754187178993,3.9702792074940727,3.961008267161231,4.048972031993051,4.0441976588527755,4.043658362220789,3.7742164303846333,4.110993630290862,4.091411517750293,4.101882269430272,4.079249477446703,4.041557429884821,3.8765077528690535,3.985998471557827,3.8765077528690535,3.8825732891343585,3.8765077528690535,4.061577790634907,4.061577790634907,3.994000578501982,3.9678556331225296,3.936498862516854,4.000001218579641,3.9268498981089217,3.902190678471223,3.8780848458682295,3.9293721610857806,3.9052109095564647,4.000505033556922,3.9762354161983686,3.9525024721895323,3.9292874683743055,3.9132947650271395,3.9079864804676334,4.692025729673829,5.0102135959166585,5.0102135959166585,4.126624576012388,4.2503498272523395,4.51815436792613,4.2503498272523395,4.250533377439236,4.51815436792613,4.51815436792613,4.594875813291757,4.584976000475923,4.654545125720096,4.654330820691849,4.654330820691849,4.4641341005431405,4.4641341005431405,4.504771999595742,4.626389319705178,4.6281463642070415,4.6281463642070415,4.631103134571997,4.633323875187814,4.52647817782055,4.616062454902161,4.59848964123191,4.625675559752099,4.663857903454443,4.637617981324045,4.521659270938522,4.521659270938522
9,7.0,1733,0.459,0.108,0.357,0.0,0.076,4.029146866447119,4.029146865008418,5.003026932196607,5.046953893354237,4.770429011737684,4.925671297312372,5.20737138673989,4.942649728001382,5.538579675031732,5.29543710081688,5.30907964385075,5.95635496661951,5.43878797925056,5.436841405242831,5.81964079563756,5.776855637898566,5.818481965222265,5.8046440428024795,5.974519429552944,5.971388606070851,6.120757945808718,6.064220879391699,6.14184010349508,6.00167912843347,6.029040482681676,6.00167912843347,6.009214166650741,6.00167912843347,6.270752821346184,6.270752821346184,6.174458857180912,6.149171361469741,6.1379395344013,6.317592890255861,6.1730323096261905,6.169088191920032,6.165168900271066,6.21492962517622,6.211001416073795,6.332393315347517,6.328443677067524,6.324518787859654,6.320618394496837,6.301160143230492,6.299265767701636,4.723835313739984,4.768465343578438,4.768465343578438,5.273696117579021,5.291618370560906,5.344287133565924,5.015937395519102,5.0159410709762655,5.06860615852412,5.0697312060964315,5.07003871264438,5.084245480041829,5.099519485008114,5.099203225909081,5.099203225909081,4.914575339651167,4.914575339651167,4.958218518937812,5.025800489867459,5.02806669185088,4.9630211120387715,5.029341922818963,5.045144903672802,4.993902821376425,5.021845623085133,5.023469137515796,5.020859428392156,4.949125997411992,4.954179275329716,4.944401202980942,4.944401202980942
